1146722_1_7558140036342906956.csv,http://dbpedia.org/ontology/Mountain,5,http://dbpedia.org/ontology/maximumElevation,http://dbpedia.org/property/elevationM,1,y,
1146722_1_7558140036342906956.csv,http://dbpedia.org/ontology/Mountain,5,http://dbpedia.org/ontology/maximumElevation,http://dbpedia.org/ontology/elevation,2,y,
1146722_1_7558140036342906956.csv,http://dbpedia.org/ontology/Mountain,5,http://dbpedia.org/ontology/maximumElevation,http://dbpedia.org/ontology/firstAscentYear,3,n,
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,2,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/property/populationEstimate,1,y,
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,2,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/property/admissionsTotal,2,n,
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,2,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/property/populationCensus,3,y,
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,3,http://dbpedia.org/property/statArea,http://dbpedia.org/property/population,1,n,
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,3,http://dbpedia.org/property/statArea,http://dbpedia.org/property/statArea,2,y,
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,3,http://dbpedia.org/property/statArea,http://dbpedia.org/property/populationTotal,3,n,
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,5,http://dbpedia.org/property/statArea,http://dbpedia.org/property/statArea,1,y,
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,5,http://dbpedia.org/property/statArea,http://dbpedia.org/property/votes,2,n,
11688006_0_8123036130090004213.csv,http://dbpedia.org/ontology/Country,5,http://dbpedia.org/property/statArea,http://dbpedia.org/property/pop,3,n,
13395751_3_369722706637560735.csv,http://dbpedia.org/ontology/Lake,3,http://dbpedia.org/property/height,http://dbpedia.org/property/imageSize,1,n,
13395751_3_369722706637560735.csv,http://dbpedia.org/ontology/Lake,3,http://dbpedia.org/property/height,http://dbpedia.org/ontology/Lake-areaOfCatchment,2,n,
13395751_3_369722706637560735.csv,http://dbpedia.org/ontology/Lake,3,http://dbpedia.org/property/height,http://dbpedia.org/ontology/elevation,3,y,
14311244_0_7604843865524657408.csv,http://dbpedia.org/ontology/Mountain,1,http://dbpedia.org/property/elevation,http://dbpedia.org/property/elevationFt,1,y,
14311244_0_7604843865524657408.csv,http://dbpedia.org/ontology/Mountain,1,http://dbpedia.org/property/elevation,http://dbpedia.org/property/prominence,2,n,
14311244_0_7604843865524657408.csv,http://dbpedia.org/ontology/Mountain,1,http://dbpedia.org/property/elevation,http://dbpedia.org/property/scale,3,n,
15700884_0_8204220284166767221.csv,http://dbpedia.org/ontology/Company,2,http://dbpedia.org/property/employees,http://dbpedia.org/property/numLawyers,1,n,
15700884_0_8204220284166767221.csv,http://dbpedia.org/ontology/Company,2,http://dbpedia.org/property/employees,http://dbpedia.org/ontology/numberOfLawyers,2,n,
15700884_0_8204220284166767221.csv,http://dbpedia.org/ontology/Company,2,http://dbpedia.org/property/employees,http://dbpedia.org/property/locationPlace,3,n,
16767252_0_2409448375013995751.csv,http://dbpedia.org/ontology/Film,2,http://dbpedia.org/property/released,http://dbpedia.org/property/year,1,y,
16767252_0_2409448375013995751.csv,http://dbpedia.org/ontology/Film,2,http://dbpedia.org/property/released,http://dbpedia.org/property/established,2,y,
16767252_0_2409448375013995751.csv,http://dbpedia.org/ontology/Film,2,http://dbpedia.org/property/released,http://dbpedia.org/property/recorded,3,n,
19073331_0_2742992342272078110.csv,http://dbpedia.org/ontology/PoliticalParty,3,http://dbpedia.org/property/change,http://dbpedia.org/property/seats,1,n,
19073331_0_2742992342272078110.csv,http://dbpedia.org/ontology/PoliticalParty,3,http://dbpedia.org/property/change,http://dbpedia.org/property/percentage,2,n,
19073331_0_2742992342272078110.csv,http://dbpedia.org/ontology/PoliticalParty,3,http://dbpedia.org/property/change,http://dbpedia.org/property/1p,3,n,
20135078_0_7570343137119682530.csv,http://dbpedia.org/ontology/Film,2,http://dbpedia.org/ontology/activeYearsStartYear,http://dbpedia.org/property/year,1,y,
20135078_0_7570343137119682530.csv,http://dbpedia.org/ontology/Film,2,http://dbpedia.org/ontology/activeYearsStartYear,http://dbpedia.org/property/established,2,n,
20135078_0_7570343137119682530.csv,http://dbpedia.org/ontology/Film,2,http://dbpedia.org/ontology/activeYearsStartYear,http://dbpedia.org/property/years,3,y,
2066887_0_746204117268168398.csv,http://dbpedia.org/ontology/Saint,4,http://dbpedia.org/ontology/deathYear,http://dbpedia.org/ontology/birthYear,1,n,
2066887_0_746204117268168398.csv,http://dbpedia.org/ontology/Saint,4,http://dbpedia.org/ontology/deathYear,http://dbpedia.org/ontology/deathYear,2,y,
2066887_0_746204117268168398.csv,http://dbpedia.org/ontology/Saint,4,http://dbpedia.org/ontology/deathYear,http://dbpedia.org/property/years,3,n,
21329809_0_5526008408364682899.csv,http://dbpedia.org/ontology/City,3,http://dbpedia.org/ontology/populationUrban,http://dbpedia.org/property/blank1Info,1,n,
21329809_0_5526008408364682899.csv,http://dbpedia.org/ontology/City,3,http://dbpedia.org/ontology/populationUrban,http://dbpedia.org/ontology/populationMetro,2,y,
21329809_0_5526008408364682899.csv,http://dbpedia.org/ontology/City,3,http://dbpedia.org/ontology/populationUrban,http://dbpedia.org/property/populationMetro,3,y,
21329809_0_5526008408364682899.csv,http://dbpedia.org/ontology/City,4,http://dbpedia.org/ontology/populationMetro,http://dbpedia.org/property/gnisId,1,n,
21329809_0_5526008408364682899.csv,http://dbpedia.org/ontology/City,4,http://dbpedia.org/ontology/populationMetro,http://dbpedia.org/ontology/populationMetro,2,y,
21329809_0_5526008408364682899.csv,http://dbpedia.org/ontology/City,4,http://dbpedia.org/ontology/populationMetro,http://dbpedia.org/property/populationMetro,3,y,
21337553_0_8832378999628437599.csv,http://dbpedia.org/ontology/Mountain,2,http://dbpedia.org/property/elevation,http://dbpedia.org/property/elevationFt,1,y,
21337553_0_8832378999628437599.csv,http://dbpedia.org/ontology/Mountain,2,http://dbpedia.org/property/elevation,http://dbpedia.org/property/prominence,2,n,
21337553_0_8832378999628437599.csv,http://dbpedia.org/ontology/Mountain,2,http://dbpedia.org/property/elevation,http://dbpedia.org/property/elevation,3,y,
21362676_0_6854186738074119688.csv,http://dbpedia.org/ontology/Film,2,http://dbpedia.org/property/released,http://dbpedia.org/property/year,1,y,
21362676_0_6854186738074119688.csv,http://dbpedia.org/ontology/Film,2,http://dbpedia.org/property/released,http://dbpedia.org/property/established,2,y,
21362676_0_6854186738074119688.csv,http://dbpedia.org/ontology/Film,2,http://dbpedia.org/property/released,http://dbpedia.org/property/recorded,3,n,
21801207_0_8144839668470123042.csv,http://dbpedia.org/ontology/VideoGame,0,http://dbpedia.org/property/homeranking,http://dbpedia.org/property/nlife,1,?,They do not exist
21801207_0_8144839668470123042.csv,http://dbpedia.org/ontology/VideoGame,0,http://dbpedia.org/property/homeranking,http://dbpedia.org/property/eurog,2,?,
21801207_0_8144839668470123042.csv,http://dbpedia.org/ontology/VideoGame,0,http://dbpedia.org/property/homeranking,http://dbpedia.org/property/rev1X,3,?,
21801207_0_8144839668470123042.csv,http://dbpedia.org/ontology/VideoGame,2,http://dbpedia.org/property/homeranking,http://dbpedia.org/property/content,1,?,
21801207_0_8144839668470123042.csv,http://dbpedia.org/ontology/VideoGame,2,http://dbpedia.org/property/homeranking,http://dbpedia.org/property/rev1score,2,?,
21801207_0_8144839668470123042.csv,http://dbpedia.org/ontology/VideoGame,2,http://dbpedia.org/property/homeranking,http://dbpedia.org/property/cvg,3,?,
24036779_0_5608105867560183058.csv,http://dbpedia.org/ontology/Country,1,http://dbpedia.org/property/statArea,http://dbpedia.org/property/population,1,n,
24036779_0_5608105867560183058.csv,http://dbpedia.org/ontology/Country,1,http://dbpedia.org/property/statArea,http://dbpedia.org/property/populationTotal,2,n,
24036779_0_5608105867560183058.csv,http://dbpedia.org/ontology/Country,1,http://dbpedia.org/property/statArea,http://dbpedia.org/property/statArea,3,y,
