1146722_1_7558140036342906956.csv	http://dbpedia.org/ontology/Mountain	5	http://dbpedia.org/ontology/maximumElevation,http://dbpedia.org/property/elevationM,http://dbpedia.org/ontology/elevation
11688006_0_8123036130090004213.csv	http://dbpedia.org/ontology/Country	2	http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/property/populationEstimate,http://dbpedia.org/property/populationCensus
11688006_0_8123036130090004213.csv	http://dbpedia.org/ontology/Country	3	http://dbpedia.org/property/statArea
11688006_0_8123036130090004213.csv	http://dbpedia.org/ontology/Country	5	http://dbpedia.org/property/statArea
13395751_3_369722706637560735.csv	http://dbpedia.org/ontology/Lake	3	http://dbpedia.org/property/height,http://dbpedia.org/ontology/elevation
14311244_0_7604843865524657408.csv	http://dbpedia.org/ontology/Mountain	1	http://dbpedia.org/property/elevation,http://dbpedia.org/property/elevationFt
15700884_0_8204220284166767221.csv	http://dbpedia.org/ontology/Company	2	http://dbpedia.org/property/employees
16767252_0_2409448375013995751.csv	http://dbpedia.org/ontology/Film	2	http://dbpedia.org/property/released,http://dbpedia.org/property/year,http://dbpedia.org/property/established
20135078_0_7570343137119682530.csv	http://dbpedia.org/ontology/Film	2	http://dbpedia.org/ontology/activeYearsStartYear,http://dbpedia.org/property/year,http://dbpedia.org/property/years
2066887_0_746204117268168398.csv	http://dbpedia.org/ontology/Saint	4	http://dbpedia.org/ontology/deathYear
21329809_0_5526008408364682899.csv	http://dbpedia.org/ontology/City	3	http://dbpedia.org/ontology/populationUrban,http://dbpedia.org/ontology/populationMetro,http://dbpedia.org/property/populationMetro
21329809_0_5526008408364682899.csv	http://dbpedia.org/ontology/City	4	http://dbpedia.org/ontology/populationMetro,http://dbpedia.org/property/populationMetro
21337553_0_8832378999628437599.csv	http://dbpedia.org/ontology/Mountain	2	http://dbpedia.org/property/elevation,http://dbpedia.org/property/elevationFt
21362676_0_6854186738074119688.csv	http://dbpedia.org/ontology/Film	2	http://dbpedia.org/property/released,http://dbpedia.org/property/year,http://dbpedia.org/property/established
24036779_0_5608105867560183058.csv	http://dbpedia.org/ontology/Country	1	http://dbpedia.org/property/statArea
24036779_0_5608105867560183058.csv	http://dbpedia.org/ontology/Country	4	http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/property/populationEstimate
24417511_0_3058323105166963431.csv	http://dbpedia.org/ontology/BaseballPlayer	0	http://dbpedia.org/property/hofdate,http://dbpedia.org/property/year,http://dbpedia.org/property/years
24850757_0_5978004733768297283.csv	http://dbpedia.org/ontology/Country	1	http://dbpedia.org/property/pop,http://dbpedia.org/ontology/PopulatedPlace-areaTotal
25404227_0_2240631045609013057.csv	http://dbpedia.org/ontology/Film	2	http://dbpedia.org/property/released,http://dbpedia.org/property/year,http://dbpedia.org/property/established
26270372_1_3774607938887520564.csv	http://dbpedia.org/ontology/Monarch	2	http://dbpedia.org/property/years,http://dbpedia.org/ontology/activeYearsEndYear
26310680_0_5150772059999313798.csv	http://dbpedia.org/ontology/Currency	3	http://dbpedia.org/property/isoNumber,http://dbpedia.org/property/rarelyUsedBanknotes
27466715_0_3913547177671701530.csv	http://dbpedia.org/ontology/VideoGame	1	http://dbpedia.org/property/recorded,http://dbpedia.org/property/years
28036255_0_5705563063166785494.csv	http://dbpedia.org/ontology/Mountain	1	http://dbpedia.org/ontology/elevation,http://dbpedia.org/property/elevationM
28154036_0_909001972154294543.csv	http://dbpedia.org/ontology/PoliticalParty	3	http://dbpedia.org/property/seats
